Unnamed: 0,State,District,Persons,Males,Females,Growth Rate,Rural,Number of Households,Household Size per Household,Females per 1000 Males,"Sex Ratio,0-6 Year Olds",Literate Persons,Literacy Rate,Total Educated,Total Uneducated,Below Primary,Primary,Middle,Matric.Higher.Secondary.Diploma,Graduate Degree or Above,1st Religion Name,1st Religion Population,2nd Religion Name,2nd Religion Population,3rd Religion Name,3rd Religion Population,Drinking Water Facilities,Safe Drinking Water Facilities,Electric Supply,Primary School,Middle Schools,Secondary Schools,Medical Facilities,Primary Health Centers,Communication Facilities,Bus Services,Paved Approach Road,Mud Approach Road,Permanent Housing Rate,Semi-Permanent Housing Rate,Temporary Housing Rate,Rate of Clean Water Facilities,Communication Facilities per 1000 People,Drinking Facilities per 1000 People,Medical Facilities per 1000 People,Permanent Housing,Semi-Permanent Housing,Temporary Housing,Total Housing,Religion 1 Percent Population,Religion 2 Percent Population,Religion 3 Percent Population,Rural Percent Population,Female to Male Ratio,District Name
477,TN,"District Pudukkottai (22), Tamil Nadu (33)",1459601,724300,735301,9.43,1211217,311567.0,5.0,1015.0,955.0,907376,71.12,907376.0,137241.0,160851.0,274368.0,150638.0,160456.0,23817.0,Hindus,1294101,Muslims,97723,Christians,66432,735.0,734.0,735.0,615.0,260,164,587.0,61,585.0,603,657,183,0.00468,0.0019399999999999999,0.0033799999999999998,0.998639455782313,0.4007944636924749,0.5035622748956735,0.40216470117518416,6831.0,2832.0,4933.0,14596.0,0.8866128483058041,0.06695185876140124,0.04551380822567263,0.8298274665473646,1.015,District Pudukkottai 
478,TN,"District Sivaganga (23), Tamil Nadu (33)",1155356,566947,588409,4.32,829272,267888.0,4.0,1038.0,952.0,738000,72.18,738000.0,36875.0,114524.0,234589.0,150263.0,165137.0,36606.0,Hindus,1026580,Christians,67739,Muslims,59642,511.0,510.0,511.0,456.0,207,150,375.0,41,483.0,472,499,477,0.00576,0.00265,0.00158,0.9980430528375733,0.4180529637618189,0.4422879181827939,0.3245752824237724,6655.0,3062.0,1825.0,11542.0,0.88853998248159,0.05863041348294379,0.05162218398484969,0.7177631829496709,1.038,District Sivaganga 
479,TN,"District Madurai (24), Tamil Nadu (33)",2578201,1303363,1274838,6.75,1134025,613475.0,4.0,978.0,925.0,1776654,77.82,1776654.0,353224.0,239962.0,461505.0,291362.0,347664.0,82913.0,Hindus,2351019,Muslims,137443,Christians,86352,550.0,550.0,550.0,464.0,191,142,403.0,39,516.0,475,521,438,0.006809999999999999,0.00197,0.00122,1.0,0.20013955467397615,0.2133270447106335,0.15631054366979144,17558.0,5079.0,3145.0,25782.0,0.9118835187791797,0.05330965273847927,0.033493121754277495,0.4398512761417748,0.978,District Madurai 
480,TN,District Theni,1093950,552986,540964,4.33,502109,272033.0,4.0,978.0,890.0,692797,71.58,692797.0,204681.0,106682.0,167050.0,101583.0,96051.0,16747.0,Hindus,1011456,Muslims,48066,Christians,33830,79.0,78.0,81.0,78.0,64,61,76.0,21,80.0,78,79,80,0.00619,0.0025900000000000003,0.00122,0.9873417721518988,0.07312948489419079,0.07221536633301338,0.06947301064948123,6772.0,2833.0,1335.0,10940.0,0.9245907034142328,0.043938022761552176,0.030924630924630925,0.45898715663421547,0.978,District Theni
481,TN,"District Virudhunagar (26), Tamil Nadu (33)",1751301,870376,880925,11.92,973956,447889.0,4.0,1012.0,958.0,1136574,73.7,1136574.0,227942.0,195093.0,337849.0,163100.0,178755.0,33822.0,Hindus,1637939,Christians,68295,Muslims,43309,484.0,484.0,484.0,440.0,161,140,232.0,46,430.0,370,449,352,0.006679999999999999,0.0024600000000000004,0.00086,1.0,0.24553175039584854,0.2763659702130017,0.13247294439962062,11699.0,4308.0,1506.0,17513.0,0.9352698365386647,0.038996723007638324,0.024729615297427454,0.5561328406710211,1.012,District Virudhunagar 
482,TN,"District Ramanathapuram (27), Tamil Nadu (33)",1187604,583376,604228,5.73,885210,266200.0,4.0,1036.0,963.0,757344,72.96,757344.0,28176.0,146470.0,266602.0,141011.0,147902.0,27178.0,Hindus,928090,Muslims,174079,Christians,84092,356.0,354.0,352.0,326.0,140,92,137.0,43,215.0,309,309,293,0.00499,0.0032,0.0018100000000000002,0.9943820224719101,0.1810367765686205,0.2997632207368786,0.11535831809256285,5926.0,3800.0,2150.0,11876.0,0.7814810323980047,0.14658000478273903,0.07080811448934156,0.7453747208665514,1.036,District Ramanathapuram 
483,TN,"District Thoothukkudi (28), Tamil Nadu (33)",1572273,766823,805450,7.54,907500,382260.0,4.0,1050.0,952.0,1131406,81.52,1131406.0,150539.0,188588.0,363353.0,195377.0,189290.0,44251.0,Hindus,1235498,Christians,262718,Muslims,72875,424.0,423.0,421.0,413.0,210,125,421.0,50,420.0,377,403,130,0.00604,0.00261,0.00134,0.9976415094339622,0.2671291817642356,0.26967326920960927,0.26776520362557904,9497.0,4104.0,2107.0,15708.0,0.7858037376460704,0.1670943913684201,0.046350093145401595,0.5771898391691519,1.05,District Thoothukkudi 
484,TN,District Tirunelveli,2723988,1333939,1390049,11.97,1415742,661944.0,4.0,1042.0,956.0,1829064,76.09,1829064.0,172218.0,328745.0,626456.0,324891.0,314809.0,61913.0,Hindus,2172815,Christians,296578,Muslims,252235,445.0,445.0,442.0,417.0,251,168,391.0,58,430.0,385,424,274,0.00628,0.0028899999999999998,0.00083,1.0,0.15785678938380052,0.16336342157160752,0.14353954569550234,17107.0,7872.0,2261.0,27240.0,0.797659534476657,0.10887639739969486,0.09259769132609982,0.5197313644553501,1.042,District Tirunelveli
485,TN,"District Kanniyakumari (30), Tamil Nadu (33)",1676034,832269,843765,4.34,582107,376499.0,4.0,1014.0,968.0,1308322,87.55,1308322.0,159304.0,203021.0,338217.0,206633.0,332651.0,68484.0,Hindus,859307,Christians,745406,Muslims,70360,69.0,69.0,67.0,61.0,55,65,62.0,14,64.0,66,66,69,0.00494,0.0035399999999999997,0.0015199999999999999,1.0,0.03818538287409444,0.041168615911133064,0.03699208965927899,8280.0,5933.0,2548.0,16761.0,0.5127026062717105,0.4447439610413631,0.04198005529720757,0.34731216669828896,1.014,District Kanniyakumari 
486,Tripura,District West Tripura,1532982,785579,747403,18.29,1122915,321777.0,5.0,951.0,967.0,1035378,77.26,1035378.0,11270.0,299223.0,326328.0,212458.0,124022.0,61995.0,Hindus,1373556,Muslims,127017,Christians,29087,274.0,271.0,248.0,275.0,221,217,219.0,35,226.0,180,245,274,0.00137,0.00561,0.00301,0.9890510948905109,0.14742508392140286,0.1787366061701964,0.14285882026012048,2100.0,8600.0,4614.0,15314.0,0.8960026927909134,0.08285615878072933,0.018974130159388695,0.7325037084584164,0.951,District West Tripura
487,Tripura,District South Tripura,767440,394605,372835,6.1,713293,164207.0,5.0,945.0,960.0,459502,69.9,459502.0,7824.0,163268.0,144445.0,86398.0,38584.0,18952.0,Hindus,660641,Buddhists,42957,Muslims,38999,269.0,269.0,246.0,264.0,190,167,180.0,35,179.0,167,221,269,0.00046,0.004529999999999999,0.005,1.0,0.23324298967997498,0.35051600125091215,0.23454602314187428,353.0,3477.0,3837.0,7667.0,0.8608373293026165,0.0559744084228083,0.050817001980610864,0.9294446471385385,0.945,District South Tripura
488,Tripura,District Dhalai,307868,159095,148773,10.79,289001,62085.0,5.0,935.0,964.0,158397,60.93,158397.0,2900.0,55253.0,52169.0,28224.0,15189.0,4660.0,Hindus,257834,Buddhists,28180,Christians,14848,148.0,147.0,108.0,138.0,69,52,58.0,12,75.0,72,127,147,0.00034,0.0023,0.00735,0.9932432432432432,0.24361089817714085,0.4807255057362246,0.1883924279236556,105.0,708.0,2263.0,3076.0,0.8374822976080658,0.09153273480842439,0.04822846154845583,0.9387172424545585,0.935,District Dhalai
489,Tripura,District North Tripura,590913,302946,287967,26.44,528244,116265.0,5.0,951.0,969.0,368822,72.99,368822.0,5818.0,130341.0,118853.0,61657.0,37898.0,14243.0,Hindus,447279,Muslims,81843,Christians,34898,166.0,157.0,156.0,164.0,108,82,121.0,33,132.0,94,136,166,0.00105,0.00309,0.005870000000000001,0.9457831325301205,0.22338313761924344,0.2809212185211698,0.20476787615097317,620.0,1826.0,3469.0,5915.0,0.7569286849333151,0.13850262221342227,0.05905776315633604,0.8939454708222699,0.951,District North Tripura
490,UP,"District Saharanpur (01), Uttar Pradesh (09)",2896863,1553322,1343541,23.35,2149291,456015.0,6.0,865.0,871.0,1444013,61.22,1444013.0,83149.0,386438.0,378461.0,244946.0,259613.0,89275.0,Hindus,1723226,Muslims,1132919,Sikhs,20693,1239.0,1238.0,1188.0,995.0,285,97,606.0,29,742.0,344,1071,291,0.0058200000000000005,0.00229,0.0018899999999999998,0.9991928974979822,0.256139140856851,0.42770403709115684,0.20919180506637697,16860.0,6634.0,5475.0,28969.0,0.5948593357711428,0.39108476997358865,0.0071432442611197005,0.7419373991797333,0.865,District Saharanpur 
491,UP,"District Muzaffarnagar (02), Uttar Pradesh (09)",3543362,1893832,1649530,24.61,2639480,529134.0,7.0,871.0,859.0,1738529,60.67,1738529.0,91426.0,452742.0,436539.0,322658.0,335119.0,99142.0,Hindus,2151009,Muslims,1349629,Sikhs,18998,865.0,865.0,850.0,794.0,286,121,506.0,52,700.0,359,817,231,0.00487,0.0041600000000000005,0.00096,1.0,0.19755249393090515,0.24411843892890425,0.1428022313271972,17256.0,14740.0,3402.0,35398.0,0.6070531320254605,0.3808893926163909,0.0053615746852847665,0.7449083666867794,0.871,District Muzaffarnagar 
492,UP,"District Bijnor (03), Uttar Pradesh (09)",3131619,1651908,1479711,27.16,2370268,482352.0,6.0,896.0,905.0,1461119,58.08,1461119.0,69827.0,400328.0,391724.0,281969.0,239162.0,77545.0,Hindus,1766391,Muslims,1306329,Sikhs,48725,2049.0,2048.0,1871.0,1382.0,348,93,579.0,22,1340.0,344,1688,675,0.00554,0.0027899999999999995,0.0016699999999999998,0.9995119570522206,0.42789368693956703,0.6542941526411739,0.18488839159552933,17349.0,8737.0,5230.0,31316.0,0.5640504160946782,0.417141740422446,0.01555904469860478,0.7568826220558759,0.896,District Bijnor 
493,UP,"District Moradabad (04), Uttar Pradesh (09)",3810983,2032302,1778681,26.45,2647292,573063.0,7.0,875.0,911.0,1358935,44.75,1358935.0,66718.0,372713.0,324557.0,259962.0,242977.0,91876.0,Hindus,2052014,Muslims,1735381,Christians,8832,1519.0,1519.0,1134.0,1246.0,261,113,502.0,26,666.0,209,1090,776,0.00449,0.0036700000000000005,0.00184,1.0,0.1747580611091679,0.3985848270643033,0.1317245445597632,17111.0,13986.0,7012.0,38109.0,0.5384474294427448,0.4553630913598932,0.0023175123058801366,0.6946480737384554,0.875,District Moradabad 
494,UP,"District Rampur (05), Uttar Pradesh (09)",1923739,1023775,899964,27.98,1443286,288333.0,7.0,879.0,921.0,591351,38.76,591351.0,49972.0,172387.0,142336.0,102778.0,90991.0,32679.0,Muslims,945277,Hindus,905062,Sikhs,61717,1083.0,1083.0,916.0,838.0,154,43,456.0,52,506.0,73,767,525,0.00462,0.00312,0.00227,1.0,0.2630294442229429,0.5629661820028601,0.23703839242225688,8888.0,6002.0,4367.0,19257.0,0.49137486945994235,0.4704702664966505,0.03208179487965883,0.7502504237840996,0.879,District Rampur 
495,UP,"District Jyotiba Phule Nagar * (06), Uttar Pradesh (09)",1499068,795228,703840,29.72,1130881,227569.0,7.0,885.0,910.0,592056,49.47,592056.0,18356.0,169030.0,160661.0,118818.0,97240.0,27853.0,Hindus,897785,Muslims,590308,Sikhs,5578,915.0,915.0,723.0,672.0,129,51,320.0,13,267.0,78,624,508,0.00633,0.0027,0.0009699999999999999,1.0,0.17811066609386633,0.610379248973362,0.213465966854072,9489.0,4047.0,1454.0,14990.0,0.5988954470377594,0.3937833373802923,0.0037209786347250423,0.7543893939434368,0.885,District Jyotiba Phule Nagar * 
496,UP,"District Meerut (07), Uttar Pradesh (09)",2997361,1601578,1395783,24.16,1545378,458106.0,7.0,872.0,856.0,1606469,64.79,1606469.0,36521.0,346517.0,366095.0,310234.0,387800.0,159151.0,Hindus,1964504,Muslims,975715,Sikhs,26434,611.0,611.0,606.0,555.0,246,96,351.0,34,349.0,248,569,147,0.006540000000000001,0.0028899999999999998,0.00057,1.0,0.11643575798844384,0.20384598318320682,0.11710301161588478,19603.0,8662.0,1708.0,29973.0,0.6554112100611171,0.32552468654926786,0.008819091193886889,0.5155795381337116,0.872,District Meerut 
497,UP,"District Baghpat * (08), Uttar Pradesh (09)",1163991,630077,533914,13,934559,168753.0,7.0,847.0,850.0,615873,64.24,615873.0,17377.0,135812.0,136783.0,130501.0,159698.0,35506.0,Hindus,854718,Muslims,287871,Jains,17929,283.0,283.0,277.0,262.0,111,90,111.0,17,181.0,114,244,131,0.00511,0.00457,0.00032,1.0,0.1554994841025403,0.24312902762993874,0.09536156207393356,5948.0,5319.0,372.0,11639.0,0.7342994920063814,0.2473137678899579,0.015403040057869863,0.8028919467590385,0.847,District Baghpat * 
498,UP,"District Ghaziabad (09), Uttar Pradesh (09)",3290586,1769042,1521544,47.47,1474171,538009.0,6.0,860.0,854.0,1899735,69.74,1899735.0,46842.0,378697.0,412224.0,362683.0,485991.0,212861.0,Hindus,2461008,Muslims,782915,Sikhs,21017,512.0,512.0,513.0,476.0,207,61,456.0,30,302.0,85,457,184,0.007940000000000001,0.0016399999999999997,0.00042,1.0,0.09177696616955155,0.1555953863536768,0.1385771409712434,26127.0,5397.0,1382.0,32906.0,0.7478935362880654,0.23792570684978298,0.00638700827147505,0.44799649667262914,0.86,District Ghaziabad 
499,UP,"District Gautam Buddha Nagar * (10), Uttar Pradesh (09)",1202030,652819,549211,35.7,752615,204302.0,6.0,841.0,853.0,675669,68.69,675669.0,17445.0,142970.0,141557.0,130814.0,158673.0,84210.0,Hindus,1028937,Muslims,156415,Sikhs,6797,388.0,388.0,360.0,326.0,97,68,358.0,14,190.0,75,289,160,0.00806,0.0013,0.00065,1.0,0.15806593845411512,0.32278728484314034,0.29782950508722744,9688.0,1563.0,781.0,12032.0,0.8559994342903255,0.1301257040173706,0.005654600966698003,0.6261199803665466,0.841,District Gautam Buddha Nagar * 
500,UP,District Bulandshahar,2913122,1550326,1362796,22.22,2238664,456218.0,6.0,879.0,867.0,1408082,59.39,1408082.0,65687.0,338698.0,339719.0,295810.0,289415.0,78539.0,Hindus,2285976,Muslims,613660,Sikhs,4598,1119.0,1118.0,1054.0,989.0,264,157,599.0,34,472.0,214,925,384,0.00718,0.00199,0.00083,0.9991063449508489,0.16202548331309158,0.3841239742104862,0.20562132310284292,20916.0,5797.0,2418.0,29131.0,0.7847168776316268,0.21065372476676225,0.0015783753649864303,0.7684758825754637,0.879,District Bulandshahar
501,UP,"District Aligarh (12), Uttar Pradesh (09)",2992286,1607402,1384884,22.08,2127592,465488.0,6.0,862.0,885.0,1420604,58.48,1420604.0,53528.0,343151.0,320601.0,286958.0,314134.0,101715.0,Hindus,2438496,Muslims,531956,Sikhs,8145,1176.0,1176.0,1093.0,1027.0,357,141,512.0,20,561.0,138,919,600,0.007809999999999999,0.0009699999999999999,0.00122,1.0,0.18748207891892685,0.3930105611562531,0.17110663887074964,23370.0,2903.0,3651.0,29924.0,0.8149274501167335,0.17777578747486036,0.0027219991671919063,0.7110256172037032,0.862,District Aligarh 
502,UP,"District Hathras * (13), Uttar Pradesh (09)",1336031,718930,617101,18.32,1071551,208613.0,6.0,858.0,885.0,675483,62.49,675483.0,20925.0,168516.0,159226.0,137286.0,150874.0,38630.0,Hindus,1194514,Muslims,134851,Sikhs,2083,652.0,652.0,570.0,513.0,158,69,129.0,13,281.0,23,493,310,0.00796,0.00072,0.00132,1.0,0.21032446103421254,0.48801262844948956,0.09655464581285914,10635.0,962.0,1764.0,13361.0,0.8940765596007877,0.10093403521325478,0.0015590955599084153,0.8020405215148451,0.858,District Hathras * 
503,UP,"District Mathura (14), Uttar Pradesh (09)",2074516,1127512,947004,26.95,1487493,317370.0,7.0,840.0,872.0,1025566,61.46,1025566.0,32537.0,260307.0,236973.0,195806.0,230782.0,69029.0,Hindus,1898399,Muslims,167628,Sikhs,3299,721.0,720.0,628.0,624.0,215,102,260.0,15,345.0,74,597,320,0.00892,0.00043,0.00065,0.9986130374479889,0.1663038511151517,0.34755094682325904,0.1253304385215636,18505.0,892.0,1348.0,20745.0,0.9151045352265299,0.080803425955741,0.001590250448779378,0.7170313461067546,0.84,District Mathura 
504,UP,"District Agra (15), Uttar Pradesh (09)",3620436,1961282,1659154,31.27,2052727,544463.0,7.0,846.0,865.0,1852919,62.6,1852919.0,93457.0,420294.0,422524.0,342632.0,428490.0,145320.0,Hindus,3244492,Muslims,323634,Jains,18463,898.0,898.0,714.0,817.0,225,79,324.0,39,396.0,146,753,342,0.00855,0.00045,0.00099,1.0,0.10937909135805743,0.24803642434226156,0.08949198383841062,30955.0,1629.0,3584.0,36168.0,0.8961605729254708,0.08939089104185242,0.005099662029656097,0.5669833688539171,0.846,District Agra 
505,UP,"District Firozabad (16), Uttar Pradesh (09)",2052958,1108668,944290,33.44,1430405,308918.0,7.0,852.0,886.0,1065525,64.48,1065525.0,25244.0,270443.0,265743.0,215628.0,229765.0,58570.0,Hindus,1764268,Muslims,260414,Jains,19237,790.0,788.0,675.0,662.0,203,78,338.0,21,272.0,96,583,384,0.0074199999999999995,0.00098,0.0016,0.9974683544303797,0.1324917509271987,0.3848106001194374,0.1646404846080631,15233.0,2012.0,3285.0,20530.0,0.8593785162677463,0.1268481868601306,0.009370381663921035,0.6967531727390429,0.852,District Firozabad 
506,UP,"District Etah (17), Uttar Pradesh (09)",2790410,1509199,1281211,24.2,2306747,427839.0,7.0,849.0,891.0,1220398,54.63,1220398.0,44689.0,317447.0,309113.0,241463.0,247453.0,60202.0,Hindus,2434856,Muslims,319386,Buddhists,18815,1502.0,1501.0,1014.0,1219.0,350,136,575.0,25,536.0,188,949,941,0.0066,0.0008500000000000001,0.00255,0.9993342210386151,0.19208646758003303,0.5382721535544956,0.20606290831813245,18417.0,2372.0,7116.0,27905.0,0.8725800151232256,0.11445844875842619,0.00674273673044463,0.8266695575202211,0.849,District Etah 
507,UP,"District Mainpuri (18), Uttar Pradesh (09)",1596718,859934,736784,21.5,1363625,243022.0,7.0,857.0,892.0,842119,65.09,842119.0,18133.0,195669.0,208417.0,197763.0,184805.0,37230.0,Hindus,1485637,Muslims,84577,Buddhists,19078,819.0,818.0,588.0,653.0,193,64,192.0,24,231.0,47,514,480,0.0051400000000000005,0.00132,0.0035399999999999997,0.9987789987789988,0.14467175794348158,0.5129271417996165,0.12024665595302364,8207.0,2108.0,5652.0,15967.0,0.9304316729691781,0.05296927823197334,0.01194825886599888,0.8540174282496972,0.857,District Mainpuri 
508,UP,"District Budaun (19), Uttar Pradesh (09)",3069426,1666669,1402757,25.36,2512290,471156.0,7.0,842.0,889.0,924643,38.17,924643.0,35042.0,302281.0,229555.0,181719.0,136571.0,39150.0,Hindus,2402152,Muslims,654797,Buddhists,5022,1768.0,1767.0,1040.0,1348.0,260,66,448.0,26,420.0,197,917,1002,0.00431,0.0020199999999999997,0.0036700000000000005,0.9994343891402715,0.13683340142424022,0.5760034612334684,0.14595562818585625,13229.0,6200.0,11265.0,30694.0,0.7826062592810512,0.2133288113152101,0.0016361365284584153,0.8184885382478678,0.842,District Budaun 
509,UP,"District Bareilly (20), Uttar Pradesh (09)",3618589,1934119,1684470,26.96,2427139,554761.0,7.0,871.0,905.0,1387124,47.84,1387124.0,61313.0,390960.0,318039.0,272576.0,242633.0,101026.0,Hindus,2345325,Muslims,1226386,Sikhs,28971,1855.0,1854.0,1301.0,1394.0,277,60,353.0,20,823.0,155,1281,639,0.00644,0.0021899999999999997,0.00137,0.9994609164420485,0.22743671635546342,0.5126307519312086,0.09755183581224616,23304.0,7925.0,4957.0,36186.0,0.6481324626808957,0.3389127640635618,0.008006159306845844,0.6707418278229442,0.871,District Bareilly 
510,UP,"District Pilibhit (21), Uttar Pradesh (09)",1645183,876368,768815,28.11,1350959,254070.0,6.0,877.0,939.0,657860,49.81,657860.0,29001.0,200415.0,176658.0,130982.0,94681.0,25895.0,Hindus,1173317,Muslims,390773,Sikhs,75479,1191.0,1188.0,806.0,860.0,174,24,150.0,8,426.0,110,771,529,0.00509,0.0025700000000000002,0.00233,0.9974811083123426,0.2589377595076049,0.7239316234121067,0.09117526743225526,8374.0,4228.0,3833.0,16435.0,0.7131832750520762,0.2375255518686979,0.04587878673679463,0.8211603207667475,0.877,District Pilibhit 
511,UP,"District Shahjahanpur (22), Uttar Pradesh (09)",2547855,1383408,1164447,28.28,2022329,400657.0,6.0,842.0,897.0,1004296,49.09,1004296.0,46254.0,301453.0,267891.0,195084.0,153057.0,40276.0,Hindus,2028913,Muslims,455049,Sikhs,54503,2115.0,2114.0,1115.0,1422.0,305,63,537.0,31,582.0,109,998,1362,0.00409,0.00158,0.00433,0.9995271867612293,0.22842744190701592,0.8301100337342587,0.21076552629564868,10421.0,4026.0,11032.0,25479.0,0.7963220041956862,0.17860082304526748,0.02139171970147438,0.7937378696982363,0.842,District Shahjahanpur 
512,UP,"District Kheri (23), Uttar Pradesh (09)",3207232,1713908,1493324,32.28,2861695,509388.0,6.0,871.0,942.0,1244189,48.39,1244189.0,112257.0,373346.0,332730.0,224634.0,152601.0,48189.0,Hindus,2482852,Muslims,612638,Sikhs,84517,1685.0,1683.0,1173.0,1384.0,349,80,594.0,35,930.0,176,886,1184,0.00394,0.00084,0.00522,0.998813056379822,0.2899696685490791,0.5253751521561272,0.18520643346037954,12636.0,2694.0,16742.0,32072.0,0.7741416897810948,0.1910176750543771,0.02635200696426077,0.8922631727296311,0.871,District Kheri 
513,UP,"District Sitapur (24), Uttar Pradesh (09)",3619661,1941374,1678287,26.58,3186973,596177.0,6.0,864.0,935.0,1404443,48.32,1404443.0,88028.0,435619.0,374428.0,264396.0,186665.0,54991.0,Hindus,2898247,Muslims,696126,Sikhs,11567,2312.0,2312.0,1271.0,1747.0,473,88,603.0,49,962.0,131,1167,1660,0.00317,0.0006,0.00622,1.0,0.2657707448294191,0.6387338482802671,0.16659018620804544,11474.0,2172.0,22514.0,36160.0,0.8006957005089703,0.1923180098909815,0.0031956031241599696,0.8804617338474514,0.864,District Sitapur 
514,UP,"District Hardoi (25), Uttar Pradesh (09)",3398306,1842698,1555608,23.67,2990993,560319.0,6.0,844.0,914.0,1420161,51.88,1420161.0,43704.0,421372.0,403917.0,282722.0,214492.0,53650.0,Hindus,2930439,Muslims,445419,Buddhists,12353,1864.0,1864.0,865.0,1498.0,408,113,463.0,30,432.0,170,1036,1233,0.00312,0.00065,0.00623,1.0,0.12712216027632592,0.5485085804515544,0.13624435233319188,10603.0,2209.0,21171.0,33983.0,0.8623234635138801,0.1310708923799093,0.0036350464025311433,0.8801423415077982,0.844,District Hardoi 
515,UP,"District Unnao (26), Uttar Pradesh (09)",2700324,1422509,1277815,22.72,2288781,465061.0,6.0,898.0,922.0,1215090,54.64,1215090.0,39489.0,329946.0,331098.0,260419.0,200805.0,53066.0,Hindus,2397705,Muslims,296780,Sikhs,1944,1675.0,1675.0,1000.0,1273.0,339,100,413.0,32,610.0,106,767,1269,0.00308,0.00134,0.00557,1.0,0.2258988180677578,0.6202959348581873,0.15294460960980977,8317.0,3618.0,15041.0,26976.0,0.8879323370084479,0.10990532987893305,0.000719913610366756,0.847594955272034,0.898,District Unnao 
516,UP,"District Lucknow (27), Uttar Pradesh (09)",3647834,1932317,1715517,33.25,1326873,644269.0,6.0,888.0,915.0,2129942,68.71,2129942.0,61069.0,389674.0,407935.0,360060.0,538835.0,371574.0,Hindus,2852721,Muslims,748687,Sikhs,23110,822.0,822.0,697.0,686.0,159,42,272.0,25,372.0,50,582,497,0.0070599999999999994,0.00077,0.00217,1.0,0.10197832467157222,0.2253392012904096,0.07456479653405282,25754.0,2809.0,7916.0,36479.0,0.7820314740199252,0.20524152140694998,0.006335266352580737,0.363742703204148,0.888,District Lucknow 
518,UP,"District Farrukhabad (29), Uttar Pradesh (09)",1570408,849800,720608,22.8,1228864,241422.0,7.0,848.0,897.0,780747,60.89,780747.0,29656.0,194876.0,194992.0,160631.0,159121.0,41417.0,Hindus,1326118,Muslims,232599,Buddhists,4983,869.0,869.0,618.0,683.0,190,87,176.0,11,474.0,132,488,488,0.00525,0.00133,0.0034200000000000003,1.0,0.30183239005404966,0.5533593817657577,0.11207278618040661,8245.0,2089.0,5371.0,15705.0,0.8444416992272072,0.14811373859532045,0.0031730607587327625,0.7825125699818136,0.848,District Farrukhabad 
519,UP,"District Kannauj * (30), Uttar Pradesh (09)",1388923,744170,644753,19.58,1156951,212647.0,7.0,866.0,911.0,698434,61.88,698434.0,18073.0,170818.0,175550.0,165586.0,138322.0,30008.0,Hindus,1164479,Muslims,219104,Buddhists,2234,686.0,685.0,459.0,572.0,159,82,234.0,17,303.0,61,315,492,0.00417,0.00145,0.004379999999999999,0.9985422740524781,0.21815464212198948,0.49390786962272204,0.16847586223282357,5792.0,2014.0,6083.0,13889.0,0.8384042887906673,0.1577510056353016,0.001608440496701401,0.8329842619065275,0.866,District Kannauj * 
520,UP,"District Etawah (31), Uttar Pradesh (09)",1338871,720749,618122,21.59,1030789,214222.0,6.0,858.0,894.0,766407,69.57,766407.0,15189.0,167879.0,191208.0,182517.0,163037.0,46519.0,Hindus,1233025,Muslims,95926,Jains,4176,685.0,685.0,524.0,597.0,304,50,104.0,11,281.0,52,489,143,0.00596,0.00131,0.0027300000000000002,1.0,0.20987832285559999,0.5116250930821565,0.07767738639495515,7980.0,1754.0,3655.0,13389.0,0.9209438399965344,0.07164693237810066,0.0031190458229358917,0.7698941869679753,0.858,District Etawah 
521,UP,"District Auraiya * (32), Uttar Pradesh (09)",1179993,635762,544231,14.7,1011026,193269.0,6.0,856.0,894.0,680440,70.5,680440.0,10306.0,152325.0,164161.0,167635.0,145814.0,40118.0,Hindus,1089991,Muslims,83719,Buddhists,2820,764.0,764.0,406.0,602.0,269,63,126.0,14,206.0,70,466,433,0.00441,0.00203,0.0035600000000000002,1.0,0.17457730681453196,0.6474614679917593,0.10678029445937391,5204.0,2395.0,4201.0,11800.0,0.9237266661751383,0.07094872596701844,0.002389844685519321,0.8568067776673252,0.856,District Auraiya * 
523,UP,"District Kanpur Nagar (34), Uttar Pradesh (09)",4167999,2247216,1920783,27.17,1370488,714380.0,6.0,855.0,868.0,2659833,74.37,2659833.0,126997.0,427139.0,523812.0,513054.0,722936.0,344813.0,Hindus,3448024,Muslims,653881,Sikhs,37271,897.0,897.0,633.0,783.0,270,85,419.0,30,383.0,56,685,427,0.006500000000000001,0.0019500000000000001,0.00155,1.0,0.09189061705629009,0.21521118407178122,0.10052785521301709,27092.0,8128.0,6460.0,41680.0,0.8272612349475131,0.1568812756433003,0.008942180648315895,0.3288119790815689,0.855,District Kanpur Nagar 
524,UP,District Jalaun,1454452,786641,667811,27.17,1113926,230664.0,6.0,849.0,889.0,782033,64.52,782033.0,25732.0,166869.0,198625.0,168398.0,170971.0,51376.0,Hindus,1299829,Muslims,146317,Buddhists,5452,916.0,916.0,618.0,822.0,259,77,317.0,22,475.0,139,514,573,0.00525,0.00449,0.00026000000000000003,1.0,0.32658348298878204,0.6297904640373144,0.21795150338409244,7636.0,6530.0,378.0,14544.0,0.8936898570733169,0.10059940101151499,0.0037484908405365043,0.7658733323616043,0.849,District Jalaun
